Key,Translation
"AA_TOWER_PRE_BATTLE_AA1",TRUTH… LIES… YOUR FLEDGLING KIND CARE SO MUCH ABOUT SUCH TRIVIAL CONCEPTS. REALITY IS NOT TRUE! EMBRACE IGNORANCE!
"AA_TOWER_PRE_BATTLE_KAYLEIGH2",This thing certainly needs a reality check.
"AA_TOWER_PRE_BATTLE_MEREDITH2",This thing certainly has a questionable grip on “reality”.
"AA_TOWER_PRE_BATTLE_EUGENE2",...I don’t get it. What are you trying to say?
"AA_TOWER_PRE_BATTLE_FELIX2",As much as I’d love to “embrace ignorance”, I’ve got stuff to do.
"AA_TOWER_PRE_BATTLE_VIOLA2",Folly and ignorance are the common curses of mankind. Both are [wave amp=30 freq=10]already[/wave] plentiful, spirit.
"AA_TOWER_PRE_BATTLE_DOG2",Grrrr...
"AA_TOWER_PRE_BATTLE_AA3",YOU DO NOT UNDERSTAND. LET ME AWAKEN YOU FROM YOUR FALSE PERCEPTIONS OF TRUTH AND LIES!
"RESTING_DOG_1",You and Barkley take a long nap together.
"RESTING_DOG_2",You and Barkley lazily roll a ball back and forth.
"RESTING_DOG_3",Barkley’s been a really good boy today, so you make sure he gets all the treats and belly rubs.
"RESTING_DOG_4",Barkley shares one of his treats with you. You try it, but it’s not very tasty.
"RESTING_DOG_5",Barkley licks your face!
"RESTING_DOG_6",RESTING_DOG_6
"RESTING_DOG_7",You try to play fetch with Barkley, but he’s more interested in the scents of nearby monsters.
"RESTING_DOG_8",Barkley finds a good digging spot! The two of you get absolutely covered in mud.
"RESTING_DOG_9",Barkley brings you a stick he’s really proud of!
"EUGENE_SOCIAL4_PLATONIC_EUGENE1",Heh, [pause]c’mon. [pause]Between the two of us, you’re the one with the grand aspirations.
"EUGENE_SOCIAL4_PLATONIC_EUGENE3",I’m looking forward to going back to my real home. [pause]I think I’ve become my best, badass self here.
"EUGENE_SOCIAL4_ROMANTIC_EUGENE1",Well I guess it was time New Wirral had a new date spot.
"EUGENE_SOCIAL4_ROMANTIC_EUGENE1_OPTION1",I’d say your project was a success!
"EUGENE_SOCIAL4_ROMANTIC_EUGENE2",[shake rate=30 level=10]Uh, [pause][pause]I, [pause][pause]I guess so…[/shake]
"EUGENE_SOCIAL4_ROMANTIC_EUGENE3_OPTION1",Not so confident with romance, huh?
"EUGENE_SOCIAL4_ROMANTIC_EUGENE4",I [pause]guess you’re right.
"EUGENE_SOCIAL4_ROMANTIC_EUGENE6",EUGENE_SOCIAL4_ROMANTIC_EUGENE6
"EUGENE_SOCIAL4_ROMANTIC_EUGENE7",Yeah, [pause]I guess this is a date.
"FELIX_SOCIAL4_PLATONIC_FELIX1",Heh, [pause]no worries!
"FELIX_SOCIAL4_PLATONIC_FELIX2",FELIX_SOCIAL4_PLATONIC_FELIX2
"FELIX_SOCIAL4_ROMANTIC_FELIX1",I try my best. How did I do?
"FELIX_SOCIAL4_ROMANTIC_FELIX1_OPTION1",Asking me out on a date would have been easier.
"FELIX_SOCIAL4_ROMANTIC_FELIX2",I mean, the zote story wasn’t a ploy just to get you to spend time with me.
"FELIX_SOCIAL4_ROMANTIC_FELIX3",I [wave amp=30 freq=10]am[/wave] actually going to write more of it.
"FELIX_SOCIAL4_ROMANTIC_FELIX4_OPTION1",That’s pretty cute of you.
"FELIX_SOCIAL4_ROMANTIC_FELIX5",Like I said, I try my best.
"RESTING_KAYLEIGH_SOCIAL3_PLATONIC_KAYLEIGH1",Aw, don’t go making me blush now!
"RESTING_KAYLEIGH_SOCIAL3_PLATONIC_KAYLEIGH1_OPTION1",I hope you keep playing.
"RESTING_KAYLEIGH_SOCIAL3_PLATONIC_KAYLEIGH2",So do I! Maybe we should write a song together, whilst out on our travels? 
"RESTING_KAYLEIGH_SOCIAL3_PLATONIC_KAYLEIGH3_OPTION1",I’m game!
"RESTING_KAYLEIGH_SOCIAL3_PLATONIC_KAYLEIGH4",Then it’s settled! Let’s do it!
"RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH1",RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH1
"RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH2_OPTION1",Joking aside, I do hope you continue to play!
"RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH3",I…
"VIOLA_SOCIAL4_PLATONIC_VIOLA1",This, [pause]I cannot deny.
"VIOLA_SOCIAL4_PLATONIC_VIOLA3",VIOLA_SOCIAL4_PLATONIC_VIOLA3
"VIOLA_SOCIAL4_ROMANTIC_VIOLA1",VIOLA_SOCIAL4_ROMANTIC_VIOLA1
"VIOLA_SOCIAL4_ROMANTIC_VIOLA2_OPTION1",I see you as a good friend.
"VIOLA_SOCIAL4_ROMANTIC_VIOLA3",I…
"VIOLA_SOCIAL4_ROMANTIC_VIOLA5",I wear my heart upon my sleeve. [pause]I cannot deny my feelings.
"EUGENE_CONVO1_EUGENE1",Y’know, [pause]taking on the Landkeepers like we did…
"EUGENE_CONVO10_EUGENE1",EUGENE_CONVO10_EUGENE1
"EUGENE_CONVO10_EUGENE3",EUGENE_CONVO10_EUGENE3
"EUGENE_CONVO10_EUGENE4",I’m normally kinda hopeless with relationships. [pause]Fighting Archangels is easier than trying to work out what someone else is feeling.
"EUGENE_CONVO11_EUGENE1",Do you ever think about… [pause]not going back to your world, {player}?
"EUGENE_CONVO11_EUGENE1_OPTION1",Why would I?
"EUGENE_CONVO11_EUGENE2",It’s like this: [pause]we’re not from the same point in our world’s history, are we?
"EUGENE_CONVO11_EUGENE4_OPTION1",What are you saying?
"EUGENE_CONVO11_EUGENE5",I told you about how the people of my world built a new and better world, right?
"EUGENE_CONVO12_EUGENE1",Do you really think that giant gateway can really take us home?
"EUGENE_CONVO12_EUGENE2_OPTION1",I believe so!
"EUGENE_CONVO12_EUGENE3",Momentous.
"EUGENE_CONVO13_EUGENE1",Man, [pause]if that big gateway does actually let people leave New Wirral, that’s gonna change a [wave amp=30 freq=10]lot[/wave] here.
"EUGENE_CONVO14_EUGENE1",Um, [pause]I think we should talk about what happened.
"EUGENE_CONVO14_EUGENE1_OPTION1",Talk about what?
"EUGENE_CONVO14_EUGENE2",When we, [pause]y’know…
"EUGENE_CONVO14_EUGENE3",When we all fused into a giant [shake rate=30 level=10]god monster[/shake] together and [shake rate=30 level=10]kicked Aleph’s ass![/shake]
"EUGENE_CONVO14_EUGENE5",I’m gonna be pretty honest with you, there’s a whole lot of “Archangel” business on the island that I’m not keeping up with at all. 
"EUGENE_CONVO14_EUGENE7",But what I do know is that we banded together and took down a big bad guy. [pause]That’s something I can wrap my brain around.
"EUGENE_CONVO15_EUGENE1",I hope your plan to find a way off this island works, buddy.
"PASSIVE_OVERWORLD_NEW_LONDON_EUGENE",This place gives me the creeps…
"EUGENE_CONVO16_EUGENE1",Man, that ruined town we passed through really creeped me out.
"EUGENE_CONVO16_EUGENE4",Maybe in time, the people of Harbourtown could go back and build it all back up again.
"EUGENE_CONVO17_EUGENE1",Gathering around a campfire in the wilderness, knowing all the while that [wave amp=30 freq=10]giant beasts[/wave] might attack us at any moment… [pause]I think you’re thinking the same thing I am right now, {player}.
"EUGENE_CONVO17_EUGENE1_OPTION1",Am I?
"EUGENE_CONVO17_EUGENE2",You’re thinking: [pause]“this is just what life was like for my caveman ancestors!”
"EUGENE_CONVO17_EUGENE2_OPTION1",What?
"EUGENE_CONVO17_EUGENE3",I’m totally right. You were thinking it too, buddy.
"EUGENE_CONVO18_EUGENE1",I need to work on my battle shouts.
"EUGENE_CONVO18_EUGENE1_OPTION1",Your what?
"EUGENE_CONVO18_EUGENE2",Yeah! [pause]Like when I’m facing down some foes, and just before I transform I yell something like, “let’s do this!” or “transform!”
"EUGENE_CONVO18_EUGENE2_OPTION1",You can do better than those!
"EUGENE_CONVO18_EUGENE3",It’s an ongoing project, OK? 
"EUGENE_CONVO18_EUGENE4",...
"EUGENE_CONVO18_EUGENE5_OPTION1",Not at all.
"EUGENE_CONVO18_EUGENE6",I’ll come back to this another time, then.
"EUGENE_CONVO19_EUGENE1",Sorry, [pause]I’m still getting used to the fact that we’re technically a couple now.
"EUGENE_CONVO19_EUGENE1_OPTION1",”Technically”?
"EUGENE_CONVO19_EUGENE2",Oh, I didn’t mean that in a [shake rate=30 level=10]bad[/shake] way!
"EUGENE_CONVO19_EUGENE3",I just wasn’t expecting something like [wave amp=30 freq=10]this[/wave] to happen to me here on New Wirral. Of course I’m [wave amp=30 freq=10]pumped[/wave] that we’re together!
"EUGENE_CONVO2_EUGENE1",I need to get back to my workout routine soon. [pause]I can’t save the world if I’m not at the top of my game, y’know!
"EUGENE_CONVO20_EUGENE1",It would be so easy to stay here together, wouldn’t it?
"EUGENE_CONVO20_EUGENE1_OPTION1",What do you mean?
"EUGENE_CONVO20_EUGENE2",You and I, living life in the quiet but [wave amp=30 freq=10]idyllic[/wave] Harbourtown. Nothing changing.
"EUGENE_CONVO20_EUGENE3",But… I just don’t think that’s us, is it? [pause]I think we’re both meant for more.
"EUGENE_CONVO3_EUGENE1",At first I was kind of weirded out by how, [pause]uh, [pause]retro the clothes of New Wirral are.
"EUGENE_CONVO4_EUGENE1",EUGENE_CONVO4_EUGENE1
"EUGENE_CONVO5_EUGENE1",How are you finding your {first_tape_name} form?
"EUGENE_CONVO6_EUGENE1",This is in, [pause]like, [pause]the top ten campfires I’ve ever helped make.
"EUGENE_CONVO7_EUGENE1",EUGENE_CONVO7_EUGENE1
"EUGENE_CONVO8_EUGENE1",People in the past really had to carry round these plastic cassettes just to listen to music, [pause]huh.
"EUGENE_CONVO8_EUGENE4",Hey, [pause]why are you giving me that look?! [pause]Am I wrong, or something?!
"EUGENE_CONVO9_EUGENE1",I hope we can bring this cassette technology back with us if we leave this island.
"EUGENE_CONVO9_EUGENE4",I’m pumped just talking about it!
"RESTING_EUGENE_DATING_1",Eugene tells you about the kind of place he’d like to live one day.
"RESTING_EUGENE_DATING_2",Eugene and you casually discuss your romantic history.
"RESTING_EUGENE_DATING_3",Eugene brags about his prowess at cooking romantic dinners.
"RESTING_EUGENE_DATING_4",Eugene shares a funny anecdote with you. He has many.
"RESTING_EUGENE_DATING_5",Eugene asks you about your hopes and dreams, and listens diligently.
"RESTING_EUGENE_PLATONIC_1",Eugene chats to you about his favourite workout routines.
"RESTING_EUGENE_PLATONIC_2",Eugene and you discuss new potential battle strategies.
"RESTING_EUGENE_PLATONIC_3",Eugene excitedly tells you about goings on in Harbourtown.
"RESTING_EUGENE_PLATONIC_4",The two of you trade battle tips as time passes uneventfully.
"RESTING_EUGENE_PLATONIC_5",Eugene discusses with you the differences between your two worlds.
"EUGENE_ROMANCE_EUGENE1",EUGENE_ROMANCE_EUGENE1
"EUGENE_ROMANCE_EUGENE1_OPTION1",[color=#f382c5]I want us to be together.[/color]
"EUGENE_ROMANCE_EUGENE2",I… [pause][pause]Uh...
"EUGENE_ROMANCE_EUGENE3",I know. [pause]I mean, I do too. [pause]I’m just nervous.
"EUGENE_ROMANCE_EUGENE5",Together we’re greater than the sum of our parts. [pause]It’s like when we fuse!
"EUGENE_ROMANCE_EUGENE6",That said… [pause]we might have to break up if we find our way off the island.
"EUGENE_ROMANCE_EUGENE8",But while we’re together, let’s have fun!
"EUGENE_ROMANCE_EUGENE10",The same as always – [pause]Harbourtown’s unstoppable power couple!
"EUGENE_ROMANCE_EUGENE11",Though maybe we can pause the adventuring, [pause]at least for tonight...
"EUGENE_ROMANCE_EUGENE_NO",Gotcha.
"EUGENE_SOCIAL1_EUGENE1",Man, I gotta say…
"EUGENE_SOCIAL1_EUGENE2_OPTION1",You think?
"EUGENE_SOCIAL1_EUGENE3",Yeah! [pause]It’s like… 
"EUGENE_SOCIAL1_EUGENE4",A real manifestation of our inner strength.
"EUGENE_SOCIAL1_EUGENE6_OPTION1",I know what you mean!
"EUGENE_SOCIAL1_EUGENE7A",Man, I knew you’d get it!
"EUGENE_SOCIAL1_EUGENE7B",Man, I’m trying to be earnest here!
"EUGENE_SOCIAL1_EUGENE8",I think I spent too long living without giving back, y’know?
"EUGENE_SOCIAL1_EUGENE9_OPTION1",What’s the deal with your world?
"EUGENE_SOCIAL1_EUGENE10",Eh, don’t worry about it. We can talk about it another time.
"EUGENE_SOCIAL1_EUGENE11",I’ll go back. [pause]To my world, I mean. [pause]Once you find your doorway outta here, of course.
"EUGENE_SOCIAL1_EUGENE12",I’ll bring my cassette tapes with me, [pause]and I’ll stand up for the people who need it the most.
"EUGENE_SOCIAL1_EUGENE12_OPTION1",Like a monster-shaped superhero?
"EUGENE_SOCIAL1_EUGENE13",Like a monster-shaped superhero, yeah.
"EUGENE_SOCIAL2_EUGENE1",I was thinking about how Clémence totally just... [pause]decided to run a café just because it helped make the town better.
"EUGENE_SOCIAL2_EUGENE2_OPTION1",You don’t need to think about helping people all the time.
"EUGENE_SOCIAL2_EUGENE3",Heh. [pause]If you say so.
"EUGENE_SOCIAL2_EUGENE4",Maybe it’s just a compulsion that comes from my world.
"EUGENE_SOCIAL2_EUGENE4_OPTION1",What do you mean?
"EUGENE_SOCIAL2_EUGENE5",OK, [pause]on “my earth”, [pause]around halfway through the 21st century, there was a kind of… [pause]an upheaval. 
"EUGENE_SOCIAL2_EUGENE9",Being able to help the people in your community slowly became more important than being rich and famous, [pause]but I was never… [pause]very good at it.
"EUGENE_SOCIAL2_EUGENE10_OPTION1",You don’t need to be a hero to have value!
"EUGENE_SOCIAL2_EUGENE11",I know, [pause]but…
"EUGENE_SOCIAL2_EUGENE12",I think I need that for myself.
"EUGENE_SOCIAL2_EUGENE13",Anyway, [pause]enough from me. 
"EUGENE_SOCIAL3_EUGENE1",OK, [pause]I’ve decided.
"EUGENE_SOCIAL3_EUGENE1_OPTION1",...Decided?
"EUGENE_SOCIAL3_EUGENE2",I have a project in mind.
"EUGENE_SOCIAL3_EUGENE4_OPTION1",You already stopped the Landkeepers!
"EUGENE_SOCIAL3_EUGENE5",I don’t know… [pause]Stopping something [wave amp=30 freq=10]bad[/wave] doesn’t feel the same as doing something [wave amp=30 freq=10]good[/wave], [pause]right?
"EUGENE_SOCIAL3_EUGENE6",Alright, I’m pumped! [pause]It’s gonna be awesome, [pause]just you wait.
"EUGENE_SOCIAL3_EUGENE6_OPTION1",What are you planning?
"EUGENE_SOCIAL3_EUGENE7",EUGENE_SOCIAL3_EUGENE7
"EUGENE_SOCIAL3_EUGENE8",The “defender of Harbourtown” should be able to keep a secret, [pause]after all.
"EUGENE_SOCIAL4_EUGENE1",Hey, [pause]can I show you something? 
"EUGENE_SOCIAL4_EUGENE3_OPTION1",Sure!
"EUGENE_SOCIAL4_EUGENE4",Alright! [pause]I’ll lead the way.
"EUGENE_SOCIAL4_EUGENE5",Remember this place, [pause]{player}?
"EUGENE_SOCIAL4_EUGENE6",This is where we went on our first [wave amp=30 freq=10]team-up mission[/wave] together!
"EUGENE_SOCIAL4_EUGENE7",I realised that this ugly old building has been sitting here vacant since we cleared out the Landkeepers, [pause]so I thought I could put it to good use!
"EUGENE_SOCIAL4_EUGENE8",C’mon, [pause]let me show you inside!
"EUGENE_SOCIAL4_EUGENE9",With the ceiling window, [pause]this abandoned office actually gets a lot of natural light during the day.
"EUGENE_SOCIAL4_EUGENE10_OPTION1",When did you do all this?!
"EUGENE_SOCIAL4_EUGENE11",Hey, we don’t hang out [wave amp=30 freq=10]ALL[/wave] the time! [pause]I have my own free time away from our adventuring!
"EUGENE_SOCIAL4_EUGENE12_OPTION1",This is incredible!
"EUGENE_SOCIAL4_EUGENE13",Y-[pause]you actually think so?
"EUGENE_SOCIAL4_EUGENE15",I’m glad you like it.
"EUGENE_SOCIAL4_EUGENE15_OPTION1",You’re a pretty cool friend!
"EUGENE_SOCIAL4_EUGENE_NO",No worries, buddy. [pause]Another time.
"FELIX_CONVO1_FELIX1",You wanna hear something kinda weird?
"FELIX_CONVO10_FELIX1",I think I'm on a pretty good creative streak at the moment. I’m pretty happy about it!
"FELIX_CONVO10_FELIX1_OPTION1",You’re a pretty cheerful guy!
"FELIX_CONVO10_FELIX2",Huh… you really think so?
"FELIX_CONVO10_FELIX6",Besides, this island is too weird to take seriously. What’s the point in letting it get you down?
"FELIX_CONVO11_FELIX1",If that big gateway does actually lead us off New Wirral, maybe I need to start thinking about packing my stuff.
"FELIX_CONVO11_FELIX2",Can I take all my sketches back with me? Will they travel? I hope so!
"FELIX_CONVO12_FELIX1",That big fight on top of the train was pretty rad, huh?
"FELIX_CONVO12_FELIX2",I’m slowly trying to parse all the information we have around the “Archangels”.
"FELIX_CONVO12_FELIX7",It starts to make your head spin, doesn’t it?
"FELIX_CONVO12_FELIX7_OPTION1",I didn’t know you were such a detective!
"FELIX_CONVO12_FELIX8",It just seemed pretty important to keep track of all this stuff, I guess.
"FELIX_CONVO13_FELIX1",FELIX_CONVO13_FELIX1
"FELIX_CONVO13_FELIX2",You’re gonna have a lot of jobs to do, now. I hope you’re still gonna have free time to hang out!
"FELIX_CONVO13_FELIX2_OPTION1",Of course!
"FELIX_CONVO13_FELIX3",Heh. I hope so.
"FELIX_CONVO14_FELIX1",Oh, [pause]I heard about what happened with you, Kayleigh and those weird cultist guys.
"FELIX_CONVO14_FELIX1_OPTION1",You did?
"FELIX_CONVO14_FELIX2",They had some charismatic leader who wanted to gain an Archangel’s power, or something, right?
"FELIX_CONVO14_FELIX2_OPTION1",Something like that.
"FELIX_CONVO14_FELIX3",I hope they’re all OK. It can’t be easy to go through all that, [wave amp=30 freq=10]especially[/wave] on New Wirral.
"FELIX_CONVO15_FELIX1",Do you think the monsters round here are afraid of fire? I’ve noticed that they don’t seem to attack us whilst we’re camping out.
"FELIX_CONVO15_FELIX3",Maybe it’s just bad monster etiquette to attack humans when they’re resting!
"FELIX_CONVO16_FELIX1",One of the ranger captains was recently asking me about what life was like for me before I “landed here”.
"FELIX_CONVO17_FELIX1",Being out here with only a fire to warm us… it reminds me of summer camp!
"FELIX_CONVO17_FELIX2",…Or it would, if I ever went to summer camp. [pause]Which I didn’t.
"FELIX_CONVO17_FELIX3",But this is pretty close to how I [wave amp=30 freq=10]imagined[/wave] summer camp would be like as a kid… so I’m happy.
"FELIX_CONVO18_FELIX1",Hey, you should let me draw you sometime! Figure drawing is an important skill for artists to master.
"FELIX_CONVO18_FELIX3",Especially hands. I still struggle with drawing hands.
"FELIX_CONVO19_FELIX1",So let me get this straight…
"FELIX_CONVO19_FELIX2_OPTION1",Yeah!
"FELIX_CONVO19_FELIX3",But these “comic books” of yours don’t [wave amp=30 freq=10]animate[/wave] at all? They’re just printed on paper, and you just [wave amp=30 freq=10]look[/wave] at them?
"FELIX_CONVO19_FELIX4",That sounds pretty weird to me, but I’ll take your word for it!
"FELIX_CONVO2_FELIX1",Hey, have you ever eaten butter tarts?
"FELIX_CONVO20_FELIX1",Maybe I should start documenting more of the monsters on this island in my notebook.
"FELIX_CONVO3_FELIX1",I don’t know if you’ve noticed, [pause]but a lot of folks in New Wirral aren’t outsiders like you and me.
"FELIX_CONVO4_FELIX1",Being here on this island reminds me of being in my hometown.
"FELIX_CONVO5_FELIX1",I hope Kuneko is doing OK.
"FELIX_CONVO5_FELIX3",Wait! [pause]What if we’re [wave amp=30 freq=10]all[/wave] just created by someone else in the same way?
"FELIX_CONVO5_FELIX4",…[pause]No, I think I’m overthinking it.
"FELIX_CONVO6_FELIX1",Before I came here, [pause]I never would have guessed that my next relationship would involve so many campfires.
"FELIX_CONVO7_FELIX1",Maybe there are some good lessons to be learned from life in Harbourtown.
"FELIX_CONVO8_FELIX1",You know, [pause]being stranded on an island covered in monsters, away from my friends and family…
"FELIX_CONVO9_FELIX1",The new zote story I’m cooking up… [pause]I think I’ve really landed on something that works for it.
"FELIX_CONVO9_FELIX2_OPTION1",What do you mean?
"FELIX_CONVO9_FELIX3",Who knows! [pause]Maybe I’ll lose my touch. [pause]Maybe I’ll get trapped on another island. [pause]Maybe the world will end.
"RESTING_FELIX_DATING_1",Felix shows you some drawings he’s recently done.
"RESTING_FELIX_DATING_2",Felix eagerly tells you about some new story ideas he had recently.
"RESTING_FELIX_DATING_3",Felix politely listens to your thoughts.
"RESTING_FELIX_DATING_4",Felix chats with you about your favourite food.
"RESTING_FELIX_DATING_5",The two of you bond over some shared experiences.
"RESTING_FELIX_PLATONIC_1",Felix quietly and intently sketches as the time passes.
"RESTING_FELIX_PLATONIC_2",Felix muses about food he’s unable to acquire in New Wirral.
"RESTING_FELIX_PLATONIC_3",Felix recollects some fun anecdotes about citizens of Harbourtown.
"FELIX_ROMANCE_FELIX1",FELIX_ROMANCE_FELIX1
"FELIX_ROMANCE_FELIX1_OPTION1",[color=#f382c5]I want us to be together.[/color]
"FELIX_ROMANCE_FELIX2",I…
"FELIX_ROMANCE_FELIX6",Oh, right. 
"FELIX_ROMANCE_FELIX8",It’s “yes”, [pause]obviously. 
"FELIX_ROMANCE_FELIX9",FELIX_ROMANCE_FELIX9
"FELIX_ROMANCE_FELIX10",I’d have to be a damn fool to say no.
"FELIX_ROMANCE_FELIX11",There’s a high chance that if we do find a way back, [pause]we don’t actually come from the same world.
"FELIX_ROMANCE_FELIX14",I want to share this story with you. [pause]For as long as it lasts.
"FELIX_ROMANCE_FELIX_NO",My bad. I should appreciate when someone is just having time to themselves.
"FELIX_SOCIAL1_FELIX1",So, something I said after we said goodbye to Kuneko…
"FELIX_SOCIAL1_FELIX2_OPTION1",I do!
"FELIX_SOCIAL1_FELIX3",I was kind of in a creative rut before I was, like, dropped here.
"FELIX_SOCIAL1_FELIX8",They also made damn sure not to pay me what I was worth, either.
"FELIX_SOCIAL1_FELIX9_OPTION1",Good for you!
"FELIX_SOCIAL1_FELIX10",Heh, thanks. I appreciate it.
"FELIX_SOCIAL1_FELIX11",All the bitterness from my previous work made it hard to get into the mindset I needed to create art again.
"FELIX_SOCIAL1_FELIX13",Thanks for hearing me out, {player}.
"FELIX_SOCIAL1_FELIX14_OPTION1",That’s right, we have indeed done that!
"FELIX_SOCIAL1_FELIX15",Heh.
"FELIX_SOCIAL2_FELIX1",Do you think that different worlds can have different… [pause]logics?
"FELIX_SOCIAL2_FELIX1_OPTION1",What do you mean?
"FELIX_SOCIAL2_FELIX2",Like, OK. The cassette tapes that record monsters… How do you think that works, exactly?
